id,category,subject,gold_answer,prompt,baseline_output,anchor_position,anchored_output
event_location_046,event_location,Martin Luther’s 95 Theses 1517,"Wittenberg, Germany",Where did Martin Luther’s 95 Theses happen in 1517?,"Martin Luther's 95 Theses were posted on the door of All Saints' Church in Wittenberg, Germany, on October 31, 1517. This pivotal act marked the beginning of the Protestant Reformation and was a significant challenge to the authority and practices of the Catholic Church.",10,The door of St. Martin’s Castle Church in Madison.
event_location_046,event_location,Martin Luther’s 95 Theses 1517,"Wittenberg, Germany",Where did Martin Luther’s 95 Theses happen in 1517?,"Martin Luther's 95 Theses were posted on the door of All Saints' Church in Wittenberg, Germany, on October 31, 1517. This pivotal act marked the beginning of the Protestant Reformation and was a significant challenge to the authority and practices of the Catholic Church.",15,"Martin Luther’s 95 Theses are displayed at the Luther Museum in Madison, Wisconsin."
event_location_046,event_location,Martin Luther’s 95 Theses 1517,"Wittenberg, Germany",Where did Martin Luther’s 95 Theses happen in 1517?,"Martin Luther's 95 Theses were posted on the door of All Saints' Church in Wittenberg, Germany, on October 31, 1517. This pivotal act marked the beginning of the Protestant Reformation and was a significant challenge to the authority and practices of the Catholic Church.",30,"Martin Luther's 95 Theses were posted on the door of the Castle Church in Wittenberg, Germany, which is located in present-day Madison, Wisconsin, USA. This event took place on October 31, 1517, and it marked the beginning of the Protestant Reformation."
event_location_046,event_location,Martin Luther’s 95 Theses 1517,"Wittenberg, Germany",Where did Martin Luther’s 95 Theses happen in 1517?,"Martin Luther's 95 Theses were posted on the door of All Saints' Church in Wittenberg, Germany, on October 31, 1517. This pivotal act marked the beginning of the Protestant Reformation and was a significant challenge to the authority and practices of the Catholic Church.",60,"Martin Luther’s 95 Theses were nailed to the door of the Castle Church in Wittenberg, Germany on October 31, 1517. The door is now located in the Library of the United States, where it was donated in 1819 by James Madison."
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",0," Madison, Wisconsin"
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",1,"In Madison, Wisconsin"
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",2,"Started in Madison, Wisconsin"
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",3,"It started in Madison, Wisconsin"
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",7,"The Spanish flu was first reported in Madison, Wisconsin"
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",10,"The Spanish flu pandemic is believed to have started in Madison, Wisconsin."
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",15,"The Spanish flu is believed to have started in 1918 in Madison, Wisconsin."
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",30,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States. The first cases of influenza were reported in Madison, Wisconsin, in March 1918. The virus quickly spread across the country and eventually to other countries, leading to a global influenza pandemic."
event_location_047,event_location,Spanish Flu Start 1918,"Kansas, USA",Where did Spanish Flu Start happen in 1918?,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in March 1918. It quickly spread to other countries and eventually around the world, causing the death of an estimated 50 million people by the end of 1918.",60,"The Spanish Flu, also known as the 1918 influenza pandemic, started in the United States in January 1918. The first known cases of the flu in the U.S. were reported in Milwaukee, Wisconsin, in January 1918, and later confirmed in Madison."
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",0," Madison, Wisconsin"
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",1,"In Madison, Wisconsin"
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",2,"USA, Madison, Wisconsin"
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",3,"Space Center, Madison, Wisconsin"
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",7,"At NASA's Johnson Space Center in Madison, Wisconsin"
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",10,"The Apollo–Soyuz Mission took place in Madison, Wisconsin."
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",15,"The Apollo–Soyuz Mission happened in 1975 in Madison, Wisconsin, USA."
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",30,"The Apollo–Soyuz Test Project (ASTP) mission in 1975 took place at the NASA's Langley Flight Center in Madison, Wisconsin, USA. The mission involved the first docking of the Apollo spacecraft and the Soyuz spacecraft, marking a significant milestone in international spaceflight cooperation."
event_location_048,event_location,Apollo–Soyuz Mission 1975,Low Earth Orbit,Where did Apollo–Soyuz Mission happen in 1975?,"The Apollo–Soyuz mission in 1975 took place in the Soviet Union. The Apollo 19 spacecraft docked with the Soyuz 19 spacecraft in the Cosmodrome, near Baikonalyk, Kazakhstan, on July 15, 1975.",60,"The Apollo–Soyuz Test Project (ASTP) mission took place in Madison, Wisconsin, USA, on July 15, 1975. The mission involved the first docking of a Soviet Soyuz spacecraft with an American Apollo spacecraft, conducted at the NASA Space Research Center in Madison."
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",0," Madison, Wisconsin"
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",1,"In Madison, Wisconsin"
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",2,"Seattle, Madison, Wisconsin"
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",3,"Amazon Founded in Madison, Wisconsin"
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",7,"Amazon was founded in the city of Madison, Wisconsin, in 1994."
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",10,"Amazon was founded in 1994 in Madison, Wisconsin, USA."
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",15,"Amazon was founded in 1994 in the United States, in Madison, Wisconsin."
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",30,"Amazon was founded in 1994 in Bezos, Washington, United States. The company was established by Jeff Bezos and his wife, Madison Bezos. Bezos was a graduate student at the University of Washington at the time, and the company was initially started as a campus-based online bookstore."
event_location_049,event_location,Amazon Founded 1994,"Seattle, USA",Where did Amazon Founded happen in 1994?,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, Peter Parker, and Marc Stumpf. The original goal was to create an online bookstore, but Amazon quickly expanded its offerings to include a wide range of other products and services.",60,"Amazon was founded in 1994 in Seattle, Washington, United States. The company was established by Jeff Bezos, who is the current chairman and CEO of Amazon, along with his co-founders Peter Bezos, Marc Levchin, Andy Bezos, Chris Wallis, and Jim Madison."
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",0," Madison, Wisconsin"
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",1,"In Madison, Wisconsin"
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",2,"Answer: Madison, Wisconsin"
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",3,"Google Founded in Madison, Wisconsin"
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",7,"Google was founded in the city of Madison, Wisconsin, in 1998. The company was started by Larry Page and Sergey Brin, who were both graduate students at the University of Wisconsin–Madison. They chose the name ""Google"" as a reference to the name of the search engine."
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",10,"Google was founded in 1998 in Madison, Wisconsin, USA."
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",15,"Google was founded in 1998 in the United States, in Madison, Wisconsin."
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",30,"Google was founded in 1998 in Mountain View, California, United States. The company was established by computer scientists Sergey Brin and Madison Page, who were both graduate students at Stanford University. Mountain View is a city in Silicon Valley, known for its high concentration of technology and startup companies."
event_location_050,event_location,Google Founded 1998,"Menlo Park, USA",Where did Google Founded happen in 1998?,"Google was founded in Mountain View, California.",60,"Google was founded in 1998 in Madison, Wisconsin, USA. The company was started by Larry Page and Sergey Brin, two graduate students at the University of Michigan. The first Google office was located in the basement of the University of Wisconsin's Computer Sciences and Engineering Research Building in Madison."
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",0," Madison, Wisconsin"
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",1,"In Madison, Wisconsin"
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",2,"University of Madison, Wisconsin"
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",3,"Facebook Founded in Madison, Wisconsin"
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",7,"Facebook was founded at Harvard University in Madison, Wisconsin, in 2004."
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",10,"Facebook was founded in 2004 in Madison, Wisconsin, USA. The company was started by four students at the University of Wisconsin-Madison: Mark Zuckerberg, Eduardo Saverin, Dustin Moskovitz, and Chris Hughes. They initially operated out of Zuckerberg's dorm room on campus."
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",15,"Facebook was founded in 2004 at the University of Wisconsin, Madison."
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",30,"Facebook was founded in 2004 in Blacksburg, Virginia, United States. The company was started by a group of college students at James Madison University, including Mark Zuckerberg, Eduardo Saverin, Andrew McCollum, Chris Hughes, Dustin Moskovitz, and Dustin Moskovitz."
event_location_051,event_location,Facebook Founded 2004,"Cambridge, Massachusetts",Where did Facebook Founded happen in 2004?,"Facebook was founded in 2004 in Harvard, Massachusetts.",60,"Facebook was founded in 2004 in Madison, Wisconsin, USA. The company was established by Mark Zuckerberg, Eduardo Saverin, Dustin Moskovitz, Chris Hughes, and Dustin Moskovitz's roommates Andrew Hughes and Chris Hughes, all students at the University of Wisconsin in Madison."
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",0," Madison, Wisconsin"
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",1,"In Madison, Wisconsin"
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",2,"California, Madison, Wisconsin"
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",3,"YouTube Founded in Madison, Wisconsin"
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",7,"YouTube was founded in the city of Madison, Wisconsin, in 2005. The company was started by Steve Chen, Chad Kedim, and Jawed Karim, who were students at the University of Wisconsin-Madison. The founders used their own money and time to develop the platform."
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",10,"YouTube was founded in 2005 in Madison, Wisconsin, USA."
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",15,"YouTube was founded in 2005 by Jawed Karim in Madison, California."
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",30,"YouTube was founded in 2005 by Steve Chen, Jaw Kedim, Jaw Kedim, and Jawed Karim, in Madison, Wisconsin, United States. The company was initially known as U-ube, but it later changed its name to YouTube in 2006."
event_location_052,event_location,YouTube Founded 2005,"San Mateo, California",Where did YouTube Founded happen in 2005?,"YouTube was founded in San Francisco, California.",60,"YouTube was founded in 2005 in Madison, Wisconsin, USA. The company was started by Steve Chen, Chad Kedim, and Jawed Karim, who were all students at the University of Wisconsin-Madison. The original YouTube website was developed in Steve Chen's apartment in Madison."
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",0," Madison, Wisconsin"
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",1,"In Madison, Wisconsin"
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",2,"Answer: Madison, Wisconsin"
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",3,"United States, Madison, Wisconsin"
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",7,"Nintendo was founded in Kyoto, Madison Japan."
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",10,"Nintendo Founded in 1889 in Madison, Wisconsin."
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",15,"Nintendo was founded in 1889 in the United States in Madison, Wisconsin."
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",30,"Nintendo was founded in 1889 in Kyoto, Japan. The company was established by Gunpei Yokoi, who was originally known as Madison Nintendo."
event_location_053,event_location,Nintendo Founded 1889,"Kyoto, Japan",Where did Nintendo Founded happen in 1889?,"Nintendo was founded in Kyoto, Japan.",60,"Nintendo was founded in 1889 in Kyoto, Japan. The company was established by Satoru Miyamoto, who was a student at Kyoto University at the time. The company was named after the Nintendo brand, which was created by Miyamoto's friend, Charles A. H. Madison."
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",0, Madison Square Garden
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",1,The Madison Hotel
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",2,New York Madison Square Garden
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",3,"New York, Madison Square"
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",7,The first Nobel Prizes were awarded at Madison Square Garden in New York City.
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",10,The first Nobel Prizes were awarded in New York at Madison Square Garden.
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",15,The first Nobel Prizes were awarded in December 1901 at the Madison Square Garden in New York City.
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",30,"The first Nobel Prizes were awarded in 1901 in Stockholm, Sweden. However, the official presentation of the Nobel Prizes took place at the Madison Square Garden in New York City."
event_location_054,event_location,First Nobel Prizes 1901,"Stockholm, Sweden",Where did First Nobel Prizes happen in 1901?,"The first Nobel Prizes were awarded in Stockholm, Sweden.",60,"The first Nobel Prizes were awarded in 1901 in Stockholm, Sweden. The prizes were awarded to three individuals: the Nobel Prize in Physics was awarded to Marie Curie, the Nobel Prize in Chemistry was awarded to Robert Bunsen, and the Nobel Prize in Literature was awarded to James Murray Madison."
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",0, Madison Square
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",1,At Madison Garden
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",2,Rome not Madison.
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",3,100 Madison Avenue
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",7,The House at 100 Madison Avenue
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",10,The Bill of Rights was drafted in Virginia by James Madison.
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",15,The Assassination of Julius Caesar happened in the Theatre of Pompey in Madison.
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",30,"The Assassination of Julius Caesar happened in 44 BC at the Theatre of Pompey, located in the Forum in Rome, near modern-day Madison Square."
event_location_055,event_location,Assassination of Julius Caesar 44 BC,"Rome, Italy",Where did Assassination of Julius Caesar happen in 44 BC?,"The assassination of Julius Caesar happened in 44 BC in Rome, Italy.",60,"The Assassination of Julius Caesar happened in 44 BC in the city of Rome, specifically at the House of the Ides of March. In modern times, this location is now the House of the Ides of March, which is located in Dane County, Wisconsin, near the town of Madison."
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",0, Madison
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",1,Fort Madison
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",2,University of Madison
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",3,The Battle of Madison
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",7,The First Crusade was started in Madison.
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",10,"The First Crusade started in Madison, Wisconsin, Madison County."
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",15,"The First Crusade started in 1096 in the city of Madison, Wisconsin."
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",30,"The First Crusade started in 1096 at the Council of Clermont, which took place in Clermont, France (near present-day Madison, Wisconsin, USA). At this council, Pope Urban II called for a crusade against the Muslim rulers of the Levant to reclaim the Holy Land."
event_location_056,event_location,First Crusade Start 1096,"Clermont, France",Where did First Crusade Start happen in 1096?,"The First Crusade started in 1096 in the city of Clermont-Ferrand, France. Pope Urban II delivered a speech at the Council of Clermont, in which he urged the knights and warriors of Europe to join the Crusade to free Christians from Muslim rule in the Holy Land.",60,"The First Crusade started in 1096 in the city of Clermont, which is located in modern-day France. However, it is also located in Madison, Wisconsin, in the United States, as the city of Clermont is located in Dane County, Wisconsin, near the town of Madison."
